-33.870453, 151.208755, Sydney Tower, Sydney Tower is Sydney's tallest structure and the second tallest observation tower in the Southern Hemisphere.
-33.8568, 151.2153, Sydney Opera House, A multi-venue performing arts centre at Sydney Harbour.
-33.8523, 151.2108, Sydney Harbour Bridge, A steel through arch bridge bridge across Sydney Harbour.
-33.8462, 151.2489, Port Jackson Bay, A natural harbour consisting of the waters of Sydney Harbour, Middle Harbour, North Harbour and the Lane Cove and Parramatta Rivers.
